_3FGL,Na,RAJ2000,DEJ2000,amaj,amin,phi,Sig,F35,S25,Gamma,Mod,Var,Flag,Assoc,TeV,Class,ID,Simbad,File,LC,F1,E_F1,F2,E_F2,F3,E_F3,F4,E_F4,F5,E_F5,Source,TYPE,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,OTYPE,RA_d,DEC_d,SCRIPT_NUMBER_ID,Ang_Sep,Var_1,LL,VHE,SpCl,SEDCl,z,alpha,e_alpha,Var_2,F2_F1,F4_F3
J0333.4+4003,1,53.368,40.052,0.098,0.084,7,5.0,0.4,4.8,2.24,PL,,,,,bcu,B3 0330+399,Simbad,J0333.4p4003,LC,0.00,0.44,0.08,0.07,0.57,0.12,0.81,0.36,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42
J0333.4+7853,1,53.360,78.890,0.058,0.057,12,9.6,0.6,6.4,2.20,PL,,,,,bcu,NVSS J033344+785027,Simbad,J0333.4p7853,LC,0.54,0.31,0.22,0.05,0.27,0.10,1.36,0.37,0.36,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,5.04
J0333.6+0233,1,53.412,2.563,0.147,0.092,-78,5.4,0.4,4.0,2.07,PL,,,,,,,Simbad,J0333.6p0233,LC,0.27,0.33,0.10,0.05,0.18,0.10,1.24,0.43,0.15,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,6.89
J0333.6+2916,3,53.419,29.272,0.033,0.030,9,17.8,1.4,17.2,1.86,PL,,,1FHL J0333.6+2918,,bll,TXS 0330+291,Simbad,J0333.6p2916,LC,0.33,0.34,0.20,0.06,0.84,0.15,4.18,0.68,1.73,0.41,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.61,4.98
J0333.9+6538,3,53.486,65.638,0.035,0.032,-17,11.7,0.9,10.0,1.94,PL,,,1FHL J0334.0+6539,,bll,TXS 0329+654,Simbad,J0333.9p6538,LC,0.83,0.39,0.25,0.07,0.61,0.15,1.52,0.45,1.12,0.29,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,2.49
J0334.2+3915,1,53.554,39.250,0.117,0.085,-11,5.0,0.4,4.2,2.11,PL,,,,,rdg,4C +39.12,Simbad,J0334.2p3915,LC,0.72,0.42,0.06,0.06,0.17,0.10,1.00,0.39,0.26,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,5.88
J0334.3-3726,3,53.582,-37.444,0.026,0.025,31,36.7,2.7,30.9,1.97,PL,T,,1FHL J0334.4-3726,,bll,PMN J0334-3725,Simbad,J0334.3-3726,LC,1.37,0.35,0.59,0.05,2.08,0.16,6.90,0.79,1.97,0.42,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,3.32
J0334.3-4008,4,53.577,-40.148,0.023,0.022,6,58.3,4.6,42.3,2.15,LP,T,,1FHL J0334.1-4006,,bll,PKS 0332-403,Simbad,J0334.3-4008,LC,3.71,0.24,1.42,0.06,3.46,0.19,8.54,0.85,1.93,0.41,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,2.47
J0335.3-4459,3,53.830,-44.998,0.045,0.042,73,11.5,0.5,6.3,1.84,PL,,,1FHL J0335.3-4501,,bll,1RXS J033514.5-445929,Simbad,J0335.3-4459,LC,0.00,0.16,0.13,0.03,0.30,0.08,1.17,0.38,0.90,0.30,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,3.90
J0336.1+7500,2,54.044,75.015,0.048,0.045,-47,17.8,1.5,10.0,2.18,LP,,,2FGL J0336.0+7504,,,,Simbad,J0336.1p7500,LC,0.59,0.24,0.32,0.05,1.23,0.14,2.60,0.47,0.21,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,2.11
J0336.5+3210,1,54.132,32.167,0.173,0.139,-16,11.7,0.8,19.8,2.89,PL,T,3,2FGL J0337.0+3200c,,fsrq,NRAO 140,Simbad,J0336.5p3210,LC,6.33,0.50,0.68,0.10,0.76,0.18,0.10,0.37,0.00,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.13
J0336.9-1304,1,54.250,-13.072,0.197,0.186,19,6.2,0.3,5.3,2.67,PL,,,,,fsrq,PKS 0334-131,Simbad,J0336.9-1304,LC,1.16,0.32,0.18,0.05,0.25,0.09,0.16,0.23,0.06,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.64
J0336.9-3622,1,54.248,-36.383,0.203,0.190,-12,4.8,0.3,3.6,2.44,PL,,,,,fsrq,PKS 0335-364,Simbad,J0336.9-3622,LC,0.62,0.35,0.15,0.04,0.33,0.09,0.15,0.20,0.00,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,0.45
J0338.1-2443,1,54.534,-24.726,0.054,0.052,-40,5.7,0.1,2.3,1.29,PL,,,1FHL J0338.1-2443,,bll,1RXS J033810.1-244337,Simbad,J0338.1-2443,LC,0.00,0.24,0.00,0.03,0.02,0.07,0.47,0.29,0.38,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,23.50
J0338.5+1303,2,54.631,13.066,0.034,0.031,30,11.9,0.7,10.1,1.69,PL,,,1FHL J0338.4+1304,,bcu,RX J0338.4+1302,Simbad,J0338.5p1303,LC,0.00,0.27,0.07,0.06,0.58,0.14,2.63,0.58,1.03,0.34,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53
J0339.2-1738,2,54.802,-17.645,0.055,0.049,-19,9.9,0.6,6.8,1.93,PL,,,2FGL J0339.2-1734,,bcu,PKS 0336-177,Simbad,J0339.2-1738,LC,0.21,0.23,0.18,0.05,0.33,0.10,1.85,0.49,0.53,0.24,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,5.61
J0339.5-0146,4,54.883,-1.773,0.034,0.033,-3,45.0,3.4,41.0,2.42,LP,T,,2FGL J0339.4-0144,,fsrq,PKS 0336-01,Simbad,J0339.5-0146,LC,5.93,0.33,1.62,0.08,2.92,0.20,4.90,0.72,0.14,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.68
J0340.3+4130,2,55.090,41.509,0.032,0.029,68,31.6,3.7,22.2,2.00,EC,,,2FGL J0340.4+4131,,PSR,PSR J0340+4130,Simbad,J0340.3p4130,LC,0.80,0.29,0.48,0.06,2.89,0.20,7.98,0.85,0.79,0.29,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.60,2.76
J0340.4+5302,2,55.100,53.048,0.105,0.096,65,22.3,0.9,36.7,2.96,LP,,,2FGL J0340.5+5307,,,,Simbad,J0340.4p5302,LC,8.78,0.54,1.82,0.13,0.58,0.23,0.00,0.40,0.00,0.10,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,0.00
J0340.4-2423,1,55.104,-24.387,0.145,0.101,-83,4.6,0.2,2.8,2.09,PL,,,2FGL J0340.7-2421,,,,Simbad,J0340.4-2423,LC,0.29,0.35,0.06,0.04,0.24,0.09,0.51,0.28,0.14,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,2.12
J0340.5-2119,1,55.141,-21.322,0.067,0.062,10,11.0,0.6,7.2,2.22,PL,T,,2FGL J0340.6-2113,,bll,PKS 0338-214,Simbad,J0340.5-2119,LC,0.86,0.29,0.14,0.04,0.64,0.11,0.96,0.37,0.15,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,1.50
J0342.2+3857,2,55.568,38.959,0.058,0.051,-82,10.2,0.7,9.4,2.37,PL,T,,2FGL J0342.4+3859,,fsrq,GB6 J0342+3858,Simbad,J0342.2p3857,LC,1.45,0.47,0.32,0.07,0.39,0.12,1.35,0.43,0.41,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,3.46
J0342.3+3148c,1,55.576,31.809,0.102,0.080,-10,6.8,1.0,11.4,2.28,PL,,"5,6",2FGL J0341.8+3148c,,,,Simbad,J0342.3p3148c,LC,0.00,0.64,0.54,0.11,0.85,0.22,1.36,0.57,0.27,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60
J0342.6-3006,1,55.660,-30.111,0.068,0.064,-28,4.7,0.2,2.2,1.85,PL,,,,,bcu,PKS 0340-302,Simbad,J0342.6-3006,LC,0.00,0.15,0.04,0.03,0.07,0.07,0.71,0.33,0.17,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,10.14
J0342.8+1321,1,55.711,13.362,0.073,0.068,-52,4.2,0.3,3.2,1.91,PL,,,,,,,Simbad,J0342.8p1321,LC,0.04,0.30,0.04,0.06,0.27,0.13,0.77,0.38,0.27,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.85
J0343.2-2534,1,55.825,-25.567,0.106,0.097,67,12.5,0.6,9.4,2.56,PL,T,,1FGL J0343.4-2536,,fsrq,PKS 0341-256,Simbad,J0343.2-2534,LC,1.19,0.38,0.38,0.05,0.65,0.11,0.17,0.27,0.00,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.26
J0343.3+3622,1,55.850,36.373,0.111,0.090,-58,5.3,0.4,6.0,2.43,PL,,,,,bcu,OE 367,Simbad,J0343.3p3622,LC,1.05,0.39,0.16,0.07,0.24,0.13,0.68,0.40,0.25,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,2.83
J0343.3-6443,1,55.827,-64.724,0.058,0.052,-42,13.9,0.8,9.3,2.15,PL,T,,,,bcu,PMN J0343-6442,Simbad,J0343.3-6443,LC,0.45,0.24,0.28,0.05,0.50,0.11,1.91,0.44,0.35,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,3.82
J0345.1-2353,2,56.294,-23.886,0.065,0.063,-12,14.2,0.8,10.7,2.41,PL,,,2FGL J0345.2-2356,,bll,NVSS J034518-235218,Simbad,J0345.1-2353,LC,1.51,0.41,0.39,0.05,0.64,0.11,1.15,0.37,0.22,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,1.80
J0345.3+3236,1,56.350,32.602,0.130,0.101,-84,7.7,0.7,8.2,2.43,LP,,12,,,,,Simbad,J0345.3p3236,LC,0.55,0.25,0.46,0.09,0.51,0.19,0.44,0.40,0.17,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,0.86
J0348.1+4431,1,57.048,44.529,0.186,0.133,-40,4.2,0.4,5.0,2.28,PL,,,,,,,Simbad,J0348.1p4431,LC,0.45,0.40,0.20,0.07,0.30,0.14,0.41,0.42,0.21,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,1.37
J0348.4+6039,1,57.105,60.663,0.112,0.083,-6,4.5,0.4,4.2,1.88,PL,,,,,,,Simbad,J0348.4p6039,LC,0.00,0.35,0.18,0.08,0.13,0.12,0.59,0.36,0.57,0.23,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54
J0348.6-2748,2,57.171,-27.805,0.108,0.095,-29,7.0,0.4,5.0,2.38,PL,,,2FGL J0348.6-2750,,fsrq,PKS 0346-27,Simbad,J0348.6-2748,LC,0.87,0.26,0.15,0.05,0.36,0.09,0.86,0.35,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,2.39
J0348.7-1606,1,57.175,-16.109,0.132,0.091,33,10.6,0.6,8.0,2.47,PL,,,,,bll,PKS 0346-163,Simbad,J0348.7-1606,LC,1.00,0.27,0.32,0.05,0.49,0.11,0.68,0.33,0.14,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,1.39
J0349.2-1158,1,57.309,-11.978,0.086,0.079,-43,7.1,0.3,4.3,1.73,PL,,,,P,bll,1ES 0347-121,Simbad,J0349.2-1158,LC,0.06,0.21,0.01,0.04,0.10,0.07,1.19,0.40,0.52,0.26,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,11.90
J0349.9-2102,3,57.478,-21.049,0.068,0.066,-17,25.4,1.3,17.5,2.49,LP,T,,2FGL J0350.0-2104,,fsrq,PKS 0347-211,Simbad,J0349.9-2102,LC,2.70,0.28,0.86,0.06,1.22,0.14,0.82,0.37,0.00,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.67
J0351.0-2816,1,57.769,-28.277,0.083,0.082,-70,4.6,0.2,2.4,2.04,PL,,5,,,,,Simbad,J0351.0-2816,LC,0.00,0.43,0.05,0.04,0.19,0.07,0.31,0.23,0.19,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63
J0351.1+0128,1,57.778,1.467,0.195,0.163,-20,4.2,0.3,4.6,2.43,PL,,,,,ssrq,TXS 0348+013,Simbad,J0351.1p0128,LC,0.60,0.35,0.17,0.07,0.21,0.12,0.03,0.34,0.29,0.21,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,0.14
J0351.4-3248,1,57.854,-32.800,0.289,0.209,-44,4.7,0.2,3.4,2.80,PL,,,,,,,Simbad,J0351.4-3248,LC,0.76,0.28,0.11,0.04,0.17,0.07,0.30,0.29,0.00,0.12,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,1.76
J0352.9+5655,2,58.237,56.921,0.049,0.044,-53,7.6,0.5,6.6,1.83,PL,,,2FGL J0353.2+5653,,bcu,GB6 J0353+5654,Simbad,J0352.9p5655,LC,0.00,0.33,0.00,0.05,0.57,0.16,1.57,0.49,0.67,0.24,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75
J0353.0-3622,1,58.265,-36.375,0.076,0.064,-9,6.1,0.2,3.2,1.55,PL,,,,,bll,XRS J0353-3623,Simbad,J0353.0-3622,LC,0.04,0.23,0.00,0.02,0.12,0.06,0.72,0.33,0.47,0.24,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,6.00
J0353.0-6831,1,58.273,-68.517,0.053,0.044,-42,7.8,0.3,4.0,1.61,PL,,,,,bll,PKS 0352-686,Simbad,J0353.0-6831,LC,0.18,0.25,0.05,0.04,0.16,0.08,0.51,0.27,0.55,0.22,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,3.19
J0354.1+4643,1,58.531,46.718,0.130,0.107,-45,5.2,0.5,6.8,2.38,PL,,3,,,bcu,B3 0350+465,Simbad,J0354.1p4643,LC,0.83,0.44,0.23,0.08,0.37,0.15,0.97,0.45,0.17,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.28,2.62
J0354.6+8011,2,58.660,80.190,0.068,0.059,-68,12.3,0.6,8.2,2.37,PL,T,,2FGL J0354.1+8010,,bll,S5 0346+80,Simbad,J0354.6p8011,LC,1.26,0.30,0.24,0.04,0.53,0.10,1.19,0.33,0.15,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,2.25
J0356.3-6948,1,59.093,-69.813,0.234,0.189,-13,4.7,0.3,3.9,2.53,PL,,,,,bcu,PMN J0357-6948,Simbad,J0356.3-6948,LC,0.62,0.34,0.08,0.04,0.35,0.10,0.00,0.23,0.06,0.10,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.00
J0357.1+2325,1,59.280,23.423,0.116,0.096,-78,5.5,0.4,5.2,2.41,PL,,,,,bcu,MG3 J035721+2319,Simbad,J0357.1p2325,LC,0.87,0.38,0.19,0.06,0.12,0.10,0.77,0.37,0.28,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,6.42
J0357.1-4957,2,59.280,-49.950,0.089,0.069,-56,8.1,0.4,4.3,2.10,PL,,,2FGL J0357.0-4950,,bll,PKS 0355-500,Simbad,J0357.1-4957,LC,0.29,0.20,0.11,0.03,0.22,0.08,0.93,0.33,0.29,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,4.23
J0357.9+3206,3,59.480,32.106,0.024,0.024,-77,72.5,8.7,66.0,2.23,EC,,,2FGL J0357.8+3205,,PSR,LAT PSR J0357+3205,Simbad,J0357.9p3206,LC,5.78,0.34,3.24,0.09,8.13,0.30,4.48,0.68,0.04,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,0.55
J0358.7+0633,1,59.689,6.565,0.235,0.129,64,9.6,0.6,10.6,2.63,PL,T,,,,bcu,PMN J0358+0629,Simbad,J0358.7p0633,LC,1.76,0.41,0.41,0.07,0.48,0.14,1.17,0.46,0.00,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,2.44
J0358.8+6002,1,59.713,60.040,0.141,0.104,79,9.9,0.9,13.4,2.52,PL,T,,2FGL J0359.1+6003,,fsrq,TXS 0354+599,Simbad,J0358.8p6002,LC,2.28,0.42,0.53,0.09,0.69,0.16,1.66,0.51,0.04,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,2.41
J0359.3-2612,1,59.837,-26.203,0.099,0.090,-31,4.2,0.3,2.9,2.19,PL,,,,,bll,PKS 0357-264,Simbad,J0359.3-2612,LC,0.75,0.29,0.10,0.05,0.11,0.08,0.58,0.30,0.10,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,5.27
J0359.5+5413,2,59.881,54.222,0.041,0.040,-39,19.2,3.2,24.5,2.31,LP,,,2FGL J0359.5+5410,,,,Simbad,J0359.5p5413,LC,2.17,0.42,1.06,0.11,2.84,0.27,5.25,0.79,0.00,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,1.85
J0359.7+7649,1,59.935,76.831,0.072,0.060,56,4.6,0.2,2.7,2.17,PL,,,,,,,Simbad,J0359.7p7649,LC,0.47,0.27,0.02,0.04,0.24,0.09,0.55,0.25,0.07,0.09,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,2.29
J0401.0-5359,1,60.259,-53.986,0.088,0.069,-81,4.2,0.2,2.2,2.22,PL,,,,,,,Simbad,J0401.0-5359,LC,0.30,0.26,0.07,0.03,0.10,0.07,0.17,0.20,0.30,0.19,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,1.70
J0401.4+2109,1,60.369,21.156,0.117,0.091,83,6.2,0.5,6.3,2.35,PL,,,,,fsrq,TXS 0358+210,Simbad,J0401.4p2109,LC,0.67,0.38,0.18,0.06,0.51,0.14,0.99,0.39,0.00,0.15,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,1.94
J0401.8-3144,2,60.458,-31.748,0.226,0.195,-82,5.2,0.2,3.6,2.54,PL,,,2FGL J0401.6-3153,,fsrq,PKS 0400-319,Simbad,J0401.8-3144,LC,0.76,0.26,0.10,0.04,0.15,0.08,0.70,0.33,0.06,0.17,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,4.67
J0402.1-2618,2,60.549,-26.303,0.102,0.073,-1,7.5,0.5,5.3,2.13,PL,,,2FGL J0402.0-2616,,bll,PKS 0359-264,Simbad,J0402.1-2618,LC,0.00,0.46,0.13,0.05,0.49,0.11,0.79,0.33,0.28,0.20,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61
J0402.7+2616,1,60.676,26.270,0.188,0.154,-35,5.5,0.3,6.1,2.77,PL,,4,,,,,Simbad,J0402.7p2616,LC,1.43,0.37,0.19,0.06,0.22,0.11,0.44,0.29,0.00,0.14,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,2.00
J0403.7-2442,1,60.934,-24.712,0.141,0.123,58,4.3,0.2,2.9,2.37,PL,,,,,fsrq,TXS 0401-248,Simbad,J0403.7-2442,LC,0.22,0.26,0.17,0.05,0.12,0.07,0.43,0.27,0.00,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,3.58
J0403.9-3604,2,60.994,-36.077,0.024,0.023,-26,103.6,5.8,85.4,2.49,LP,T,,2FGL J0403.9-3604,,FSRQ,PKS 0402-362,Simbad,J0403.9-3604,LC,14.46,0.41,3.82,0.09,5.36,0.24,5.22,0.69,0.19,0.16,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.97
J0405.5-1307,2,61.398,-13.123,0.100,0.077,89,8.7,0.5,6.4,2.35,PL,T,,2FGL J0405.8-1309,,fsrq,PKS 0403-13,Simbad,J0405.5-1307,LC,0.80,0.26,0.21,0.05,0.36,0.10,1.06,0.41,0.20,0.18,FGL3,ALL,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,2.94
